,B,C,E,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
47,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,71.795105,70.344955,40.200912,39.144531,11.348282,9.885635,2.164324
48,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,83.613342,81.270538,58.749359,56.791809,9.842468,8.675751,1.687381
49,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,71.5345,71.692719,39.944107,40.39595,11.054871,10.214691,2.165427
50,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,86.119583,82.192734,61.088776,57.540009,9.98558,8.541,1.698672
51,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,85.80455,82.72168,60.590393,57.684143,9.508026,9.401123,1.717132
52,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,82.525925,77.705109,58.315567,53.972015,9.922089,7.965744,1.63828
53,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,74.50499,72.29982,41.840408,40.592316,13.170242,8.282455,2.217611
54,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,73.996399,74.77887,41.676651,42.858475,11.362274,10.117798,2.214364
55,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,74.617172,74.954895,40.710815,41.931427,13.358322,8.973602,2.30773
56,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,87.765961,81.705322,62.2883,56.599945,10.079132,8.705719,1.728456
57,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,86.513885,80.673462,61.078766,55.566727,9.871948,8.75061,1.729693
58,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,73.169067,71.119034,40.837524,39.124283,11.284531,10.190247,2.217415
59,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,70.612595,70.26709,39.698898,40.048264,11.912552,8.865631,2.105467
60,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,75.498474,73.512299,42.661316,40.886322,11.185654,10.865341,2.257116
61,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,88.783646,87.454834,62.544708,61.431061,9.729324,9.452682,1.788023
62,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,83.812073,82.130081,59.245529,57.627396,8.814423,9.615265,1.676378
63,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,74.050674,72.276459,41.260376,39.955673,11.94426,9.862427,2.24528
64,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,86.589874,81.0504,61.476852,56.17189,9.522827,9.048279,1.708908
65,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,77.814117,75.580673,43.270508,42.069717,13.769577,8.504181,2.348857
66,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,86.296829,80.482605,61.073456,55.74791,10.369797,8.288666,1.707549
67,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,76.03952,73.642349,42.54248,41.114395,13.261536,8.390182,2.278144
68,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,85.708054,80.429077,60.514343,55.625031,9.941193,8.701462,1.708605
69,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,71.001038,69.426941,39.629669,38.395355,11.126373,9.957657,2.151466
70,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,74.899841,72.396164,41.807999,39.863495,12.104858,9.511292,2.265416
71,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,83.157272,77.689087,59.017609,53.914429,9.603241,8.288422,1.637389
72,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,86.36409,81.501999,61.319794,56.862152,10.112015,8.437775,1.697294
73,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,77.38829,74.840729,43.180588,41.614624,13.475616,8.340256,2.328968
74,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,73.307266,71.16217,40.836945,39.68277,13.373215,7.989914,2.204987
75,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,85.83989,84.313065,60.209946,59.068604,10.26622,8.71405,1.738923
76,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,74.460693,72.057785,41.994217,40.55928,13.225601,8.049637,2.204766
77,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,115.035812,109.949722,75.661713,70.993698,12.420029,11.432144,2.709003
78,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,91.479614,87.886337,48.917175,45.81575,13.464828,11.741165,2.937326
79,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,128.671036,131.546921,83.367126,86.443344,12.743958,13.201569,3.135352
80,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,122.03183,114.635406,80.830627,73.828156,12.629196,11.756531,2.838322
81,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,86.244812,83.385468,60.683685,58.093643,9.732361,9.081024,1.738949
82,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,73.61882,71.589569,40.98822,39.955032,13.422073,8.21846,2.215362
83,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,87.319702,81.726257,61.294739,55.99263,10.006607,9.236694,1.77011
84,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,72.183075,71.719574,40.808929,40.563568,10.87442,10.630783,2.153477
85,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,75.648804,74.37326,42.642075,42.381073,13.752213,8.537949,2.236204
86,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,82.521713,77.473389,58.533066,53.747589,9.303009,8.697449,1.629421
87,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,74.421829,72.559769,41.775101,40.290634,11.747147,10.292618,2.237188
88,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,82.409821,81.165161,58.253952,57.068466,8.891953,9.499557,1.647581
89,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,116.814758,106.784485,76.231461,67.019867,12.312881,12.158966,2.796862
90,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,71.014069,71.001343,39.421082,40.290756,12.841949,8.403687,2.145259
91,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,73.997177,72.680481,41.198013,40.875244,13.271683,8.260574,2.227811
92,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,72.375046,72.671982,40.706879,41.767532,12.469315,8.9151,2.155682
93,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,87.472336,81.821762,61.636261,56.532806,10.582489,8.303116,1.748595
94,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,86.860672,81.758102,61.42746,56.621841,9.956009,9.158081,1.727618
95,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,84.36969,82.668304,58.973511,57.531204,9.764145,9.226624,1.727213
96,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,74.924515,72.615997,42.056641,40.036682,11.504974,10.556778,2.255244
97,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,73.305237,71.473969,40.461639,39.527863,13.032562,8.524933,2.235452
98,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,86.693634,85.317841,61.183624,59.995071,9.608337,9.617188,1.737439
99,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,73.349625,71.923386,41.243057,40.632721,12.687515,8.669205,2.185007
100,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,85.363846,79.537918,60.099579,54.584045,9.779648,8.895477,1.717829
101,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,74.048721,72.599426,41.179871,40.825882,13.915466,7.881485,2.226424
102,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,84.655594,78.467361,60.077301,54.209778,9.643509,8.590515,1.669473
103,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,87.450745,82.651154,62.287094,57.861816,9.966537,8.754166,1.707333
104,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,73.805145,71.930038,41.608856,40.184265,11.737473,9.760391,2.204955
105,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,75.599686,73.411728,41.847397,40.64328,13.498428,8.318451,2.296104
106,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,75.963821,73.974197,42.209946,41.190491,13.596283,8.470322,2.295979
107,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,84.175095,82.143234,59.669296,57.863617,9.578308,9.011734,1.667062
108,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,85.18045,82.659195,60.195267,57.664108,8.801788,9.943024,1.709002
109,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,73.013382,71.062698,40.774689,39.10614,11.060608,10.353668,2.215227
110,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,84.781723,80.482376,60.014374,56.135696,10.101089,8.383881,1.677385
111,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,88.820328,84.462692,62.592545,58.645416,10.466232,8.926498,1.779833
112,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,76.838104,74.898285,42.874283,42.002136,13.927338,8.333344,2.305743
113,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,75.654434,73.252014,41.549484,39.649033,12.167191,10.022324,2.339361
114,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,83.584457,78.381668,59.200562,54.205887,9.346024,8.897064,1.659258
115,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,73.629883,71.754715,41.134506,39.667572,11.695084,10.119583,2.227717
116,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,75.361252,73.587738,42.029831,41.207855,13.494751,8.476944,2.267936
117,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,72.216873,70.642456,40.699615,39.437973,11.234375,10.046783,2.164098
118,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,86.56778,80.399246,61.013138,55.09436,9.825104,9.175842,1.739456
119,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,84.745773,80.102203,59.932022,55.826828,10.321686,8.047852,1.677554
120,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,84.104477,78.18158,59.533478,53.963867,9.823624,8.552719,1.667322
121,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,73.975372,71.627045,41.387543,39.991165,13.114838,8.35585,2.214965
122,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,87.563034,81.518631,61.238907,55.580765,10.204865,8.83078,1.789308
123,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,71.940735,70.22197,40.224899,38.776489,11.010239,10.301819,2.177155
124,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,83.700485,81.926819,58.943665,57.345703,9.151947,9.292679,1.687359
125,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,72.847031,73.079147,40.71701,41.770554,12.563019,8.765594,2.18585
126,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,84.497192,79.595215,59.580734,55.088272,9.924606,8.621124,1.689026
127,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,85.155609,80.201553,60.172211,55.501923,9.635223,9.040237,1.698958
128,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,72.854843,73.115189,40.658676,41.82045,12.923126,8.597153,2.186775
129,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,89.58757,83.895142,62.93515,57.659866,10.34581,9.031815,1.810188
130,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,73.820343,73.771088,41.06424,41.891937,13.057129,8.806274,2.225633
131,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,75.445801,73.778809,42.100784,41.34877,13.023544,8.560822,2.268612
132,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,73.046921,72.737961,40.639481,41.15123,12.755066,8.725983,2.207223
133,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,87.052948,87.252853,61.572021,62.104065,10.12294,9.142563,1.728589
134,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,84.432846,79.582886,59.81926,55.370041,9.867432,8.313568,1.669082
135,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,87.952194,81.088623,62.581451,55.875748,9.356216,9.569855,1.72836
136,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,74.483582,72.824371,41.410461,40.73262,13.555954,8.342789,2.245412
137,-1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,18 4,75.167007,75.784317,42.325943,43.506744,12.384415,9.777954,2.244706
138,-1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,2 20,85.056213,79.353485,60.417908,55.169327,9.958115,8.242401,1.669445
139,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,74.808426,72.875641,41.953018,40.326004,11.395508,10.421387,2.256297
140,-1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,6 16,81.42601,79.943436,57.434906,56.313736,9.535828,8.395218,1.626241
141,1,1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,0 127,85.611374,80.459473,60.621552,55.758194,9.569244,8.949387,1.699763
142,-1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,127 0,71.857178,69.773132,40.098145,38.930969,12.799957,8.299408,2.156836
143,1,-1,1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,4 18,87.584274,82.517258,61.489746,57.173645,11.279556,7.714996,1.758898
144,1,-1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,20 2,71.193207,69.258377,39.639481,38.306213,11.836517,9.124298,2.154557
145,1,1,-1,2300000,bfs-rMatGraph_-j_-a_.5_-b_.1_-m_50000000_10000000,1500000,24,16 6,77.293213,75.176682,43.041855,41.926712,13.871521,8.526733,2.328406
