,B,C,E,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
173,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.082047,59.721237,44.052124,42.875046,5.747467,5.158447,1.17048
174,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.418564,54.800323,33.287125,33.033279,7.270294,5.630341,1.525798
175,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.07962,51.033035,29.182419,29.453857,7.247467,5.870407,1.508694
176,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.978088,59.498077,43.951721,42.609192,5.538101,5.339035,1.171292
177,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.849808,60.440552,45.301712,43.209366,6.219391,4.920578,1.200395
178,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.535416,55.835526,33.933868,33.682953,7.743454,5.50354,1.555909
179,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.935638,54.119141,33.116867,32.621246,7.092422,5.541443,1.506311
180,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.766754,50.788437,28.986465,29.274918,7.077728,5.992798,1.504974
181,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.104691,56.941071,42.939667,40.923737,5.615707,5.073318,1.110272
182,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.3311,57.808502,42.968384,41.71553,5.897903,4.667877,1.120236
183,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.247742,49.232376,28.276733,28.333328,6.1539,6.265564,1.454387
184,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.415237,58.604965,43.685425,41.99791,5.446899,5.289856,1.150908
185,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.46344,55.263199,33.275681,33.270935,6.781815,6.218811,1.535471
186,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.899307,50.954742,29.196472,29.361908,6.476852,6.403152,1.505391
187,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.529587,59.79863,44.199875,42.96022,6.560699,4.150375,1.180571
188,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,58.734146,57.529312,42.429184,41.364456,5.494659,4.98082,1.120701
189,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,55.490936,54.126358,40.322052,39.134109,5.325714,4.583511,1.039419
190,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,58.320358,56.33046,42.364883,40.688431,5.958405,4.373123,1.089912
191,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.977463,50.736038,29.069443,29.362778,7.750092,4.770447,1.50493
192,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,53.987991,53.536697,32.558334,32.223511,6.410934,6.290253,1.485198
193,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.118912,54.270645,33.170807,32.608215,7.026352,5.972366,1.515708
194,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.954315,54.691086,33.032257,33.063766,7.062317,5.752411,1.514283
195,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.839828,61.430176,45.191208,44.008011,6.072784,5.241577,1.210639
196,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.426193,50.630615,28.748657,28.996674,6.16835,6.625961,1.504956
197,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.410004,50.61702,28.798599,29.204422,6.90773,6.052917,1.494867
198,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.917297,60.548798,44.803452,43.727051,6.049149,4.853592,1.171452
199,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.73143,60.217117,44.308792,43.187759,6.453323,4.407959,1.190512
200,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.174988,57.190765,42.119095,41.321381,5.606445,4.859558,1.100604
201,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.420578,59.516754,44.411392,42.58078,5.475555,5.499786,1.171444
202,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.060654,56.487091,34.328659,33.912811,6.87944,6.555801,1.574363
203,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.468109,59.628281,44.54509,42.868027,5.767426,5.309128,1.161284
204,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.170044,50.787476,29.275391,29.376175,7.565353,4.961548,1.505086
205,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.862717,54.940186,33.622147,32.992188,7.269623,5.768677,1.535887
206,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.856827,49.31543,28.632324,28.375458,6.925415,5.812897,1.464577
207,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.892807,57.437012,42.717911,41.4319,5.598465,4.878998,1.110909
208,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.62738,59.972458,44.452194,42.989517,5.845856,5.053635,1.180152
209,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.432617,58.068771,43.097076,41.867996,5.563217,5.292328,1.120772
210,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,63.640625,62.038788,45.792908,44.564896,6.491577,4.58989,1.220338
211,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.268784,60.281662,44.950516,43.059158,5.600952,5.501877,1.191718
212,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,52.64975,52.54129,30.026794,30.348541,7.82637,5.633942,1.555906
213,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.865479,54.52536,32.986786,32.849396,6.680038,6.024185,1.514277
214,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.900635,57.703949,43.539337,41.57045,5.721573,4.840881,1.120918
215,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.587265,51.466583,29.462555,29.640701,7.279526,6.005417,1.525623
216,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.557404,55.120483,33.349625,33.15712,7.089279,6.09314,1.535139
217,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,60.440247,58.924942,43.777542,42.536285,6.104645,4.698746,1.140536
218,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.941971,51.522354,29.574066,29.750183,8.175385,4.675232,1.535264
219,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.980118,56.563889,42.060913,40.878311,5.706329,4.775681,1.090433
220,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.476913,51.40686,29.372513,29.644104,7.280121,5.61554,1.525108
221,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.445511,60.609467,44.916794,43.41449,6.262634,4.768692,1.200516
222,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.566895,59.86731,44.350113,42.8992,6.091156,4.939041,1.181456
223,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,57.493637,56.909546,34.245682,34.003525,7.68251,6.062302,1.605151
224,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.236313,55.661041,33.777435,33.429413,6.974319,6.157852,1.555658
225,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,55.678635,53.85408,40.568771,38.815552,4.945724,5.051453,1.040404
226,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.115707,54.423767,33.043579,32.58403,6.946198,6.160828,1.525854
227,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,58.369415,56.850677,42.19812,40.827881,5.639801,5.154495,1.109835
228,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,53.075394,53.049026,30.262985,30.578354,7.36113,5.736481,1.576348
229,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.301849,54.845932,33.202682,33.109772,7.240524,5.566727,1.525237
230,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.130722,55.237076,41.604691,39.772934,5.071198,5.089615,1.069867
231,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.025955,50.133331,28.494156,28.950699,7.109711,5.491547,1.485504
232,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.494476,58.867737,43.5401,42.24968,6.209518,4.609467,1.161019
233,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.642075,50.741837,28.830002,29.272507,7.26207,5.556885,1.505668
234,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,61.759445,60.015121,44.590759,43.272705,6.720276,4.380676,1.171406
235,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.128174,58.490677,43.367828,41.980377,6.038528,4.751663,1.15003
236,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.972183,52.04361,29.650589,29.945877,7.077866,6.13092,1.546125
237,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,59.480362,57.458298,43.079956,41.137009,5.306458,5.279404,1.130869
238,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.765823,55.322693,33.365845,33.334549,7.602402,5.550491,1.544524
239,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.290466,55.745468,33.809357,33.485794,6.859207,6.270798,1.555838
240,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.333481,59.729034,44.35405,43.064651,6.261093,4.793289,1.160586
241,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.262711,50.05249,28.792023,28.788895,6.841339,5.911072,1.485551
242,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,63.807617,62.11496,46.163666,44.711563,6.09465,5.172607,1.211666
243,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,48.8255,48.967316,27.958603,28.310577,6.634048,5.825668,1.444396
244,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.236679,55.752502,33.709885,33.524841,7.307159,6.040329,1.555436
245,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.212082,55.546387,33.730103,33.267258,6.946228,6.303192,1.555949
246,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,65.298752,63.603607,46.977478,45.476624,6.164215,5.365311,1.26111
247,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,63.854599,62.136383,45.921249,44.464523,6.213181,5.03653,1.230706
248,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.043655,60.147476,44.855209,43.418335,6.66684,4.251312,1.171311
249,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,58.832779,58.258453,35.127563,34.904419,7.661606,6.008423,1.636163
250,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,63.762543,62.116501,45.874313,44.417267,6.010071,5.37738,1.230831
251,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.886276,49.034561,28.010208,28.369446,6.504074,5.814438,1.444451
252,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.452957,53.841782,32.757919,32.554306,7.335556,5.270966,1.495285
253,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,60.829041,59.308517,43.987518,42.810501,6.278549,4.618484,1.150633
254,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,60.541702,58.590485,44.005493,42.098053,5.190567,5.458649,1.140489
255,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,48.927658,48.959396,27.988602,28.30162,6.826569,5.75264,1.444613
256,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.948715,60.50325,44.611252,43.406647,5.952316,5.059692,1.190544
257,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.351761,61.092804,44.853226,43.786942,5.978149,5.351944,1.201765
258,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.69371,60.662369,45.240173,43.353531,5.721207,5.558411,1.200512
259,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,56.999329,55.603485,41.410431,40.190338,5.373291,4.726685,1.069671
260,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.066345,54.421509,33.104904,32.791122,7.074692,5.608353,1.515806
261,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.912643,57.099274,34.65715,34.50209,8.45726,4.628525,1.59487
262,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.44133,50.498322,28.803833,29.115784,6.990845,6.082932,1.495614
263,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,56.444336,54.978302,40.936569,39.767746,5.668884,4.57254,1.059659
264,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,47.991226,48.135818,27.652771,27.795547,5.705048,6.542236,1.414845
265,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,60.679886,58.820572,43.965866,42.489059,6.285248,4.45845,1.141452
266,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.267853,50.224869,28.75383,29.048721,6.998367,5.577118,1.484927
267,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.524704,59.425812,44.41272,42.910889,6.978088,3.801178,1.161499
268,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.241165,60.499924,44.822739,43.426041,6.371185,4.8284,1.191674
269,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.481415,55.31163,33.35527,33.30954,6.591187,6.548584,1.534342
270,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.803024,54.985855,33.537292,32.808441,6.581406,6.702423,1.544813
271,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.020706,60.397461,44.636292,43.278137,6.075745,5.140167,1.191431
272,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.208374,49.366684,28.184052,28.544083,6.487854,6.024475,1.454522
273,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.649261,51.415939,29.643845,29.571365,6.66893,6.544739,1.52497
274,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.361038,51.029968,29.307587,29.507584,7.739197,5.014679,1.516359
275,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,65.251724,63.832321,46.921341,45.67717,6.027573,5.575592,1.262013
276,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.939804,56.453705,42.006454,40.789978,5.725525,4.740723,1.090784
277,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.504074,56.041504,41.633652,40.602753,6.193832,3.977875,1.080689
278,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.418381,55.122772,33.225769,33.176392,7.000793,6.219742,1.534489
279,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,58.438049,56.301331,42.201492,40.393707,5.922165,4.398056,1.109759
280,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.678925,54.093933,32.85199,32.632492,7.183685,5.471466,1.505304
281,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.918808,56.632294,42.013718,40.934189,5.54892,4.782623,1.090677
282,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.19162,59.349518,44.019485,42.62764,6.501282,4.225342,1.171564
283,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,61.289536,59.554413,44.292374,42.836319,6.350494,5.046906,1.161272
284,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.940155,58.780365,43.184662,42.210129,5.645065,5.011703,1.151096
285,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.147034,55.743332,33.725082,33.386841,6.439545,6.800354,1.555861
286,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.766678,51.518173,29.463394,29.668793,7.685532,5.410187,1.535245
287,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.359558,54.528748,33.401337,32.934662,7.18689,5.437988,1.515507
288,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.697586,50.460999,28.921463,29.182358,7.67189,5.09137,1.495502
289,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.347473,56.971054,34.272919,34.173141,7.374008,6.215546,1.595045
290,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,58.154724,56.420975,42.356796,40.633469,4.977814,5.37944,1.090552
291,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.178085,49.288742,28.138138,28.50296,6.753265,5.725555,1.454652
292,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.593826,55.038269,33.320312,33.216278,7.646439,5.469208,1.5343
293,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.754913,50.769409,28.97496,29.294815,7.083832,5.766479,1.504758
294,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,64.313507,62.915344,46.479065,45.346329,6.220306,5.275604,1.221347
295,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.884583,62.517242,46.021667,44.760269,5.661041,5.609543,1.231681
296,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.123886,58.540878,43.303619,42.058395,6.123993,4.64682,1.150116
297,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.648788,62.071335,45.845535,44.508743,6.121246,5.266098,1.221965
298,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.184601,56.408035,42.349167,40.645691,5.244629,5.228394,1.089966
299,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.419067,58.178955,43.092514,41.995956,5.628265,5.143814,1.12088
300,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.746109,49.479446,28.610947,28.467072,6.390686,6.381302,1.464646
301,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.933441,58.960739,44.022934,42.219116,5.601135,5.204819,1.16144
302,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.262756,55.531097,33.66626,33.3591,7.615479,5.440048,1.555971
303,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.468903,55.102081,33.344833,33.08313,6.685425,6.559738,1.534478
304,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.630371,48.673706,27.880203,28.156937,6.650085,5.759491,1.434334
305,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.177109,50.300323,28.717606,29.031799,6.654709,6.076218,1.485262
306,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.06665,51.259171,29.145508,29.591125,7.090622,6.063339,1.515034
307,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,67.040695,65.348129,48.177246,46.820633,6.795685,5.185333,1.292332
308,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.619415,56.234085,33.977341,33.868149,7.180191,6.125183,1.565782
309,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.18605,60.109879,44.87001,42.964691,6.055161,5.297134,1.190384
310,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.039429,56.540985,42.107391,40.871735,5.726471,4.648575,1.090833
311,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.879776,55.69043,33.434113,33.417999,6.878754,6.307861,1.554767
312,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.055069,57.689468,42.880722,41.693649,5.584915,4.903,1.110972
313,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.195251,59.987854,45.166092,43.085815,5.646057,5.539368,1.171182
314,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.940811,56.777023,34.025375,34.102448,7.347488,6.320358,1.584818
315,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.442825,60.106323,44.258896,43.099655,5.883362,5.208054,1.181603
316,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,56.982239,55.516861,41.352768,40.144287,5.727951,4.563934,1.070532
317,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.630386,49.664764,28.40509,28.734192,6.880981,5.782654,1.465341
318,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,59.443283,58.227707,42.8983,41.759247,5.265137,5.280106,1.14013
319,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,52.89563,52.667831,30.146759,30.381668,7.785477,5.65715,1.565984
320,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.354141,54.561371,33.289413,32.776932,7.057724,6.08754,1.524214
321,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.19696,49.364258,28.203781,28.50412,6.345474,6.238342,1.455387
322,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.949783,60.375275,44.608459,43.251999,6.031723,5.216202,1.190427
323,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.276596,54.937561,33.22966,33.155701,7.064804,6.026321,1.52438
324,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.466446,57.934494,43.098389,41.805237,5.911652,5.007126,1.12008
325,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.185379,60.586838,44.86058,43.446365,5.819168,5.110931,1.190247
326,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.270523,51.288788,29.318207,29.588303,7.042892,6.114258,1.515648
327,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.508026,61.165039,45.166687,43.990402,5.818909,5.255127,1.191476
328,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.473511,56.034851,33.776398,33.720383,7.682022,5.730606,1.564685
329,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,59.758606,57.806168,43.248032,41.289429,4.982559,5.595139,1.140995
330,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.603363,56.078033,41.822906,40.527939,5.738617,4.665787,1.080675
331,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.330322,56.722794,34.317993,34.17601,7.946274,5.344513,1.584877
332,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.387833,49.191605,28.265198,28.454056,7.282181,5.297531,1.454515
333,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.989151,57.423523,42.772858,41.448288,5.745392,4.779221,1.110969
334,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,64.601013,62.485001,46.578842,44.544388,5.729187,5.833664,1.241912
335,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,51.713882,51.445282,29.678116,29.611572,6.722534,6.226547,1.525595
336,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.22345,54.83017,33.031784,32.887848,6.993607,5.984665,1.534531
337,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,53.522156,53.047165,32.148499,32.020096,7.15863,5.312286,1.473909
338,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.882477,48.906662,28.046509,28.144302,6.171341,6.369995,1.445415
339,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.442276,60.989197,45.235153,43.900284,5.598495,5.448959,1.185099
340,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.407578,60.679947,44.85495,43.481369,6.405472,4.742035,1.201779
341,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,55.852722,53.846649,40.660095,38.847992,5.373459,4.676331,1.040227
342,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.65065,60.533157,45.174118,43.222,5.77977,5.424728,1.2015
343,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.592392,56.117264,34.027054,33.693085,6.727661,6.628006,1.564409
344,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.313889,50.215973,28.71936,29.054123,7.564346,5.34491,1.485634
345,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.103455,54.665192,33.032898,32.905777,7.207352,5.726349,1.524495
