,B,C,E,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
16,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.086334,49.43248,27.973389,28.516998,6.557755,5.932816,1.464614
17,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.361923,55.7202,41.545959,40.300491,6.137878,3.983688,1.080758
18,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,54.66539,54.28125,32.787231,32.687515,7.019318,5.907806,1.514442
19,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.647766,55.502655,33.187531,33.307007,7.123611,6.226624,1.555667
20,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.413803,60.466553,44.977646,43.175735,5.75473,5.479202,1.201193
21,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.212769,57.719391,42.642136,41.34787,5.701111,4.905945,1.139999
22,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.351929,50.401718,28.586227,28.941788,7.058548,5.818588,1.506037
23,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.040085,50.235565,28.440567,28.914841,7.02803,5.805359,1.494758
24,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.989075,58.619919,43.369431,42.267532,5.951431,4.670532,1.140426
25,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.80838,51.010773,28.862823,29.39476,7.201477,5.745407,1.515324
26,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.612946,55.644653,33.160843,33.432465,7.115311,6.070877,1.55556
27,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.806503,58.487717,43.085632,41.944412,5.694717,4.895508,1.150892
28,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.463028,53.989212,32.668549,32.569016,7.199005,5.307709,1.504309
29,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,56.375504,55.100113,40.965622,39.829254,5.316513,4.768204,1.059779
30,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.267197,55.909637,41.581619,40.30896,5.182327,5.15239,1.080743
31,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.43013,50.428543,28.775131,29.113251,7.264755,5.397308,1.49566
32,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.679398,62.276047,45.833267,44.554779,5.679749,5.425522,1.231778
33,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.733536,49.776825,28.366058,28.71582,7.055664,5.915314,1.474311
34,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.104279,50.081238,28.607681,28.914093,7.056381,5.746735,1.484724
35,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.524261,59.421875,44.42218,42.400528,5.574875,5.451843,1.180335
36,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.152206,60.21814,44.964951,43.465881,6.648529,4.213028,1.171594
37,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,53.830643,53.277283,32.510956,32.220276,6.754181,5.800644,1.474014
38,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.793839,57.004303,34.538742,34.106842,7.547394,6.170181,1.605072
39,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.022476,57.019699,42.971771,40.932449,4.873215,5.69545,1.110301
40,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.509964,60.88266,45.172195,43.746078,5.996292,5.175308,1.191575
41,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.135498,59.583847,44.053741,42.729996,5.942551,5.125229,1.171521
42,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.772217,50.947891,28.97673,29.398254,7.011673,6.1745,1.505589
43,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.419037,55.802872,41.654999,40.262909,5.496628,4.764893,1.080216
44,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,57.877274,57.35408,34.537674,34.240265,7.095367,6.329788,1.616394
45,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.745071,54.105499,32.97757,32.647873,6.968185,5.736633,1.504019
46,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.574417,56.861542,42.46936,41.079346,5.976028,4.457947,1.10091
47,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.34581,51.412155,29.231491,29.616867,7.197205,6.047195,1.526041
48,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.106079,59.493988,44.047424,42.678635,6.019577,5.052658,1.170288
49,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.304062,49.0616,28.129135,28.425232,7.556564,4.767105,1.454472
50,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.321167,57.908661,42.986176,41.775436,5.710495,4.950714,1.120835
51,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.93837,59.444427,43.889328,42.605515,5.970734,5.085876,1.170852
52,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,57.705719,56.275208,41.65448,40.448395,5.744278,4.754074,1.10082
53,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.776764,54.473038,32.907745,32.808868,6.627838,6.09404,1.514272
54,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.179077,55.438293,33.72435,33.49762,7.793335,5.149734,1.544639
55,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.959274,52.04277,29.581787,29.992508,7.227234,6.045502,1.545394
56,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,56.159119,54.135742,40.836349,39.050415,5.445618,4.576019,1.049609
57,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.288162,58.707703,43.275543,42.136398,6.45256,4.210815,1.161276
58,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,48.588989,48.593109,27.900085,28.039291,6.280792,6.15976,1.434145
59,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.49704,55.066116,33.285095,33.140549,7.053177,6.014908,1.535774
60,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.800064,55.317413,33.659286,33.306427,6.591934,6.50145,1.53579
61,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.640808,57.20607,43.261353,41.09935,6.015091,4.700745,1.120555
62,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.319534,56.107529,41.597458,40.519089,5.445389,4.914886,1.080582
63,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.147919,49.324951,28.162949,28.499542,6.369507,5.93631,1.454484
64,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.31485,59.286514,44.30397,42.421295,5.518341,5.267029,1.171028
65,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.768646,54.181976,33.007401,32.707336,6.969757,5.780579,1.504135
66,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.518356,60.708633,44.895599,43.570023,6.715424,4.277405,1.20161
67,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,54.275345,53.869217,32.682693,32.477325,6.602554,5.990463,1.495198
68,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,65.391739,63.842667,46.940765,45.759064,6.677795,5.066574,1.262054
69,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.035751,48.93779,28.165756,28.192825,6.359222,6.302063,1.445331
70,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,48.001068,47.967407,27.605286,27.678558,6.027893,6.173111,1.414228
71,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.041702,55.416595,41.36647,40.106018,5.858368,4.298828,1.069863
72,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,60.978577,59.38887,44.18013,42.868256,5.870773,4.727997,1.150975
73,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.880844,55.364716,33.473633,33.366455,7.435806,5.556793,1.544498
74,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.579422,50.555725,28.911331,29.175461,6.978043,6.02919,1.495583
75,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.045593,59.102585,44.000885,42.496979,6.732971,4.4245,1.161307
76,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.401154,54.849258,33.432556,33.254883,7.139038,5.530777,1.515517
77,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.352737,58.521652,43.537674,42.038986,6.14119,4.555588,1.150136
78,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.251709,51.199051,29.17865,29.393311,6.951218,5.965714,1.525401
79,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.195297,57.19986,43.058456,41.130692,5.292953,5.340729,1.111043
80,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,60.080856,58.175919,43.644531,41.82811,5.406372,5.473831,1.130858
81,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.438065,59.632965,44.430084,42.970932,6.266464,4.702942,1.161304
82,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.643814,50.549225,28.957932,29.226242,7.211823,5.454666,1.494734
83,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.342636,59.157104,44.251144,42.35968,6.037842,4.740768,1.171037
84,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.365112,54.771271,33.30014,33.221252,7.773285,4.942108,1.515546
85,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.852554,56.414139,34.074722,33.928864,7.260895,5.925491,1.574778
86,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.282104,57.951141,42.931747,41.795807,5.734421,4.989426,1.120978
87,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.845703,50.909012,29.045441,29.368652,7.136017,6.000549,1.505753
88,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,64.373718,62.905472,46.333984,45.042343,5.977325,5.437714,1.241811
89,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,56.644409,54.937973,41.209915,39.618073,5.153809,5.030106,1.060097
90,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.747726,50.528839,29.032623,29.220169,7.247116,5.373947,1.495669
91,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,58.886765,58.353134,35.118011,34.978317,7.959869,6.338654,1.636334
92,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.694855,56.517548,33.943527,34.012207,7.084732,6.168106,1.574648
93,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.566772,57.567001,43.134506,41.499664,6.34726,4.54187,1.121008
94,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,59.645294,57.974411,42.944656,41.689285,6.40593,4.187164,1.140059
95,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.040253,60.271317,44.602173,43.253204,6.469238,4.373505,1.190575
96,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.08046,49.017426,28.229965,28.285599,6.332794,6.292801,1.445175
97,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.945938,49.02179,28.022232,28.374191,6.793137,5.686295,1.4453
98,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.572357,60.372833,45.090591,43.081421,5.890106,5.235229,1.200579
99,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,53.363998,52.887543,32.246536,31.912903,6.367493,5.950485,1.463806
100,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.637573,61.097275,45.132782,43.85849,6.044571,5.011093,1.201408
101,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.070709,50.835449,29.074295,29.244598,7.475296,5.360291,1.515652
102,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.388397,60.738281,45.162903,43.786819,6.037964,4.872467,1.181466
103,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,60.885193,58.922897,44.115768,42.25528,5.693832,5.667618,1.151441
104,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.382782,54.722626,33.381638,33.148514,7.499527,5.263779,1.515314
105,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.719543,50.380112,29.077316,28.985352,6.744568,6.091187,1.495835
106,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,54.122925,53.577606,32.655045,32.340775,6.715652,5.910583,1.485398
107,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.18808,57.33284,42.851791,41.496933,6.494644,4.000656,1.111065
108,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.840271,58.002625,43.291962,41.510284,5.277161,5.389816,1.140941
109,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.365845,50.616455,28.803299,29.203125,6.516281,6.19754,1.494733
110,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.007446,59.08255,44.307236,42.441086,5.378479,5.451294,1.150728
111,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.489182,59.930862,44.259216,43.005142,6.213562,4.750427,1.180396
112,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.271286,55.987473,33.769333,33.718735,7.202515,6.20578,1.55507
113,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.377304,51.477112,29.324768,29.674911,6.948471,6.119049,1.525312
114,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.747833,57.784393,43.479568,41.572769,5.348633,5.394669,1.120929
115,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.249954,49.356339,28.222473,28.541733,6.444366,5.843277,1.455144
116,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.659515,57.121628,33.832718,33.622467,7.618896,6.329224,1.647092
117,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,54.172089,54.066971,32.653168,32.65596,6.385086,6.224365,1.493971
118,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,64.437134,62.596603,46.292267,44.862167,6.571426,4.714706,1.241936
119,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.784882,58.507309,43.312378,42.221191,5.781601,5.049973,1.130971
120,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.167236,59.62323,44.026459,42.841782,6.30658,4.698929,1.171363
121,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.267578,50.263901,28.782547,29.059601,6.951508,5.741791,1.484727
122,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.937256,56.375549,42.023758,40.70871,5.640564,4.756348,1.090124
123,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.081604,49.053955,28.13121,28.411835,6.747375,5.685898,1.445292
124,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.504959,56.110962,41.761002,40.545792,5.51091,4.806442,1.080745
125,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.531754,55.882126,33.821487,33.244553,6.621429,7.014755,1.576106
126,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.651199,59.957275,44.370163,42.98674,6.346664,5.068588,1.180303
127,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,64.038086,62.305847,46.052887,44.673065,6.487411,4.859207,1.231648
128,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.836853,56.405746,34.072647,33.868576,6.868317,6.292755,1.575852
129,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.130829,58.693298,43.409775,42.137787,5.609085,5.043793,1.150102
130,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.389572,51.451004,29.303635,29.626801,7.150375,6.231766,1.52524
131,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.943863,55.275345,33.664093,33.368439,7.278061,5.77298,1.535791
132,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,58.801224,58.425323,35.198715,35.03685,6.999893,6.495972,1.636053
133,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.447693,57.115555,42.943497,40.933426,6.039917,4.483932,1.129873
134,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.096954,57.430344,42.831177,41.479019,6.019974,4.552124,1.110602
135,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,58.423462,56.656403,42.232437,40.964325,6.401871,3.927673,1.100155
136,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,53.059555,53.129562,30.246399,30.604874,7.292831,5.911942,1.575869
137,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.103561,55.375854,33.780396,33.237122,6.787552,6.272659,1.545693
138,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.193832,55.214371,41.606079,39.747437,5.318939,5.125,1.069685
139,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.230042,54.989487,33.172165,33.196701,6.880127,6.042038,1.525362
140,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.33992,58.371643,43.555313,41.8172,5.701492,4.922775,1.151429
141,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.581039,55.983246,41.984161,40.269562,4.393631,5.834442,1.080532
142,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.318237,49.140381,28.240387,28.346527,6.774536,5.761444,1.454623
143,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.764404,61.274124,45.064713,43.854797,6.311493,5.033142,1.211802
144,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,47.867737,47.661652,27.603333,27.509293,6.063232,6.071686,1.403874
145,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.273483,54.206085,33.297134,32.555222,7.163452,5.583984,1.515636
146,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,59.816299,58.032852,43.09935,41.726974,6.184372,4.134903,1.140847
147,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,49.71936,49.60025,28.457718,28.708359,7.098618,5.314957,1.465439
148,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,55.610413,54.152756,40.442703,39.175903,5.282166,4.570694,1.040308
149,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.819702,55.590805,33.555847,33.446747,6.594177,6.410675,1.544603
150,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.067764,60.368301,44.662598,43.261078,6.32843,4.9879,1.190452
151,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.852814,49.790161,28.582703,28.617294,6.353073,6.401627,1.474739
152,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,63.036774,61.550568,45.630539,44.417908,6.16777,5.163742,1.19134
153,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,58.613708,56.914459,42.430298,41.194473,6.450394,3.995163,1.100876
154,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,60.947083,59.781219,43.944336,42.858582,5.39183,5.480209,1.171263
155,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,53.125473,52.659439,32.1194,31.806824,6.337051,6.067749,1.455219
156,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.151566,50.298141,28.705399,29.033432,6.50177,6.009094,1.485494
157,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.105164,60.422867,44.787979,43.312393,5.859207,5.054062,1.19042
158,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.369614,55.089417,33.348999,33.259445,6.544449,6.030869,1.525469
159,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.171616,49.755493,28.784744,28.689163,6.993744,5.860168,1.47486
160,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.817627,58.170364,43.321838,41.924515,5.847412,4.690842,1.131016
161,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.223495,51.079193,29.331024,29.367218,6.876175,6.203064,1.515358
162,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,54.885803,54.477249,32.970032,32.848099,6.992294,5.860245,1.515425
163,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.317261,61.44693,45.459442,43.940414,6.562622,4.922668,1.22179
164,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.045105,57.907272,43.429733,41.404541,5.610519,5.525818,1.141651
165,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.835403,55.153427,33.575714,33.268555,7.251709,5.662857,1.53577
166,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.474594,55.885834,41.72702,40.368195,5.610245,4.697647,1.079971
167,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.188446,50.337814,28.728622,29.088242,6.525711,5.983383,1.485473
168,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,60.555283,59.032944,43.980515,42.591248,5.444595,5.160492,1.141083
169,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.617599,60.86705,45.322998,43.898926,6.352142,4.928253,1.18066
170,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.14621,56.581635,42.170868,40.952393,5.975479,4.355469,1.090537
171,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.052826,49.039856,28.127441,28.400116,6.789017,5.684021,1.44538
172,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.611588,55.513611,33.295181,33.446915,6.806702,6.116806,1.544378
