,E,I,J,L,Q,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
60,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1652.171372,1627.651138,1003.239363,998.953412,313.428159,224.261765,42.954124
61,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1758.525129,1729.415285,1209.975101,1190.422272,249.497654,219.234250,36.414394
62,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1696.433718,1658.707014,1102.847763,1084.876163,291.224485,203.269258,39.161274
63,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1767.079620,1719.242860,1178.112721,1150.755984,293.820922,206.560147,38.751365
64,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1602.183076,1612.177952,996.488830,1019.749512,276.252749,224.605026,40.268633
65,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1556.905335,1540.109271,943.349349,944.350431,292.294131,209.803544,40.695045
66,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1893.515477,1872.979099,1284.442289,1276.915240,292.348679,243.652632,40.263719
67,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1781.614945,1742.700115,1151.302062,1131.965684,306.345517,218.652558,41.635544
68,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1733.399231,1686.042097,1107.870655,1079.328357,293.091611,210.086900,41.459079
69,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1552.532185,1527.603255,939.698043,933.366074,288.896576,205.798247,40.664651
70,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1763.522764,1730.913239,1160.688034,1148.488920,304.360731,216.420748,39.673479
71,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1641.103970,1609.261198,1026.573927,1012.987261,292.761399,208.636171,40.708988
72,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1573.008666,1530.641373,988.512175,964.046693,278.356429,195.967240,38.750583
73,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1957.024142,1943.392168,1208.640152,1215.142060,321.695435,237.156252,50.014853
74,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1815.661024,1709.519123,1217.168855,1130.903169,294.398910,208.411546,39.469667
75,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1798.415339,1768.539091,1172.215410,1162.907300,310.197173,220.990571,41.239404
76,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1770.293033,1734.119019,1166.203761,1150.086119,294.537334,208.699097,39.834878
77,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1678.619185,1687.862028,1031.082107,1057.427276,289.886531,221.331819,43.072158
78,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1673.374420,1636.001099,1087.667912,1069.413913,288.061784,203.969725,38.615213
79,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1765.106977,1740.346435,1146.985318,1142.687200,303.157728,212.499863,40.738957
80,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1644.484571,1608.941636,1037.735486,1021.877778,299.063647,211.415481,40.030029
81,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1676.935824,1677.341932,1074.341191,1085.802092,271.180908,233.838042,40.085158
82,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1707.952347,1679.064633,1097.313172,1088.081390,298.595737,211.725144,40.281313
83,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1769.245135,1737.028260,1160.955439,1148.634352,293.244249,209.279082,40.143548
84,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1890.567539,1846.285174,1297.265352,1273.858532,294.412292,208.089541,38.972297
85,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1668.526167,1639.800868,1125.874830,1116.464051,265.936996,186.870421,35.689327
86,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1820.160755,1763.552672,1204.653316,1167.980379,300.664443,215.511658,40.569728
87,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1698.431197,1663.672718,1088.458881,1073.723921,295.341963,211.654297,40.240254
88,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1763.999252,1729.261548,1143.084094,1127.493668,294.339339,211.974700,41.059160
89,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1654.298297,1633.140825,1022.082548,1019.966981,297.981660,213.463866,41.909624
90,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1733.069457,1701.702119,1093.948576,1082.272781,308.869243,221.199033,42.269866
91,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1875.440888,1835.553741,1259.183777,1238.627990,302.659530,216.083356,40.634797
92,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1732.220059,1726.307374,1161.731415,1166.166185,264.342968,231.261872,37.786997
93,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1813.446226,1772.191853,1222.908101,1200.861797,289.186191,206.408947,38.909137
94,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1842.012972,1823.194714,1236.136353,1230.538013,278.662367,233.841552,40.124009
95,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1884.444046,1838.187906,1302.464505,1277.852328,294.615981,204.497955,38.156835
96,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1692.675201,1654.184909,1093.844039,1075.404249,299.035932,209.509521,39.405600
97,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1822.567507,1787.519832,1193.116169,1176.874069,299.612554,217.045848,41.617163
98,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1725.665556,1729.752684,1085.973084,1101.168732,289.577315,249.057098,42.573908
99,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1863.094668,1833.917786,1248.399184,1240.068405,305.280503,216.070692,40.419020
100,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1713.812196,1727.807249,1040.918886,1071.965086,297.118558,225.477545,44.844480
101,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1893.185214,1846.550840,1306.238039,1280.610814,298.641526,208.119462,38.508985
102,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1639.319580,1613.743862,992.329405,986.470458,306.543821,219.357364,42.838815
103,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1695.031524,1660.435942,1094.437392,1079.811354,300.134444,209.812606,39.540755
104,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1665.372517,1629.694886,1048.596956,1032.449886,303.979878,213.245362,40.722205
105,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1663.623781,1624.972522,1103.736232,1083.294098,278.032882,194.577513,36.926206
106,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1854.687316,1832.244661,1251.582516,1243.703891,282.857177,230.367399,39.896385
107,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1834.470488,1826.097948,1205.008962,1210.091537,287.435046,238.690596,41.746539
108,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1715.801575,1710.861645,1104.292157,1110.563143,276.526416,237.056821,40.659327
109,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1713.334380,1708.633238,1094.828966,1105.191698,287.371430,228.716189,41.030396
110,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1820.020981,1802.176010,1253.010372,1255.566925,287.692932,200.703445,37.186102
111,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1789.151888,1756.189741,1195.454145,1182.828998,294.496736,206.946611,39.060575
112,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1745.605011,1697.252986,1162.314361,1134.077940,289.075152,205.482149,38.347960
113,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1804.704896,1766.643158,1217.452425,1200.786287,301.372438,211.269181,38.506526
114,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1675.164764,1640.733976,1088.822769,1074.138106,289.489454,203.820998,38.623902
115,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1766.313734,1745.089627,1117.493763,1117.260013,313.794725,224.678655,42.834695
116,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1647.629761,1614.531400,1035.592528,1021.350039,293.134646,208.217271,40.490557
117,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1872.791426,1837.401146,1254.290331,1240.011567,305.406935,212.198157,40.731166
118,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1718.343369,1711.977339,1161.459382,1167.513946,259.610140,219.306717,36.839961
119,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1690.190158,1663.441832,1103.069277,1095.683733,284.859938,201.825149,38.735793
120,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1765.520827,1749.819762,1163.745985,1168.076889,292.561654,209.442628,39.679256
121,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1706.187085,1683.079679,1113.251370,1109.632333,287.690977,203.446213,39.143860
122,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1658.279570,1632.452882,1043.666518,1037.543152,303.470762,215.928785,40.519231
123,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1697.059454,1693.060223,1133.648295,1140.078593,262.087018,228.594758,37.323272
124,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1678.076141,1639.780156,1079.148868,1059.654905,287.565290,203.892747,39.576886
125,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1725.389299,1688.312301,1119.564022,1101.798494,295.591917,212.731582,39.960760
126,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1702.404997,1701.969479,1091.854717,1103.933821,282.852066,239.994017,40.481509
127,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1671.133344,1642.480700,1038.726789,1029.942672,303.124344,215.762881,41.828887
128,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1637.283096,1609.928836,992.791689,985.044924,308.186479,220.874911,42.705790
129,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1831.268312,1801.243717,1205.379576,1196.328247,310.514055,217.412902,41.248312
130,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1584.751296,1555.371048,961.104583,951.422226,295.139664,208.022626,41.315368
131,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1680.799864,1643.317980,1082.195435,1064.351747,295.081337,207.568863,39.483379
132,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1775.133207,1781.799423,1121.838989,1147.271592,306.282057,228.298906,43.278004
133,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1677.882799,1640.032439,1102.492222,1083.140278,277.371076,196.576673,38.039201
134,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1779.963897,1735.606215,1207.260748,1182.417950,282.398224,201.127866,37.692335
135,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1780.066255,1735.984679,1198.044143,1173.890503,288.219240,204.890990,38.309906
136,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1637.172869,1630.499939,1065.919447,1068.739957,261.183121,231.033922,37.959741
137,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1870.647113,1825.872556,1285.218698,1261.117461,290.548887,204.768190,38.477811
138,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1737.466581,1702.544172,1141.384429,1126.636519,284.313632,206.049450,39.284042
139,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1687.034866,1682.651227,1128.687146,1135.116473,255.022671,227.626951,36.976267
140,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1560.844539,1532.113085,948.296294,938.427631,289.033954,208.445256,40.562052
141,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1718.844406,1657.923436,1132.065047,1089.924699,277.937439,199.147616,38.792757
142,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1843.375884,1827.847351,1234.053678,1232.258864,279.196333,230.180804,40.369117
143,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1799.282775,1786.586166,1213.655640,1212.846956,269.045654,234.459627,38.775944
144,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1680.959948,1645.893664,1056.453842,1040.378905,294.972718,214.112958,41.341440
145,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1655.656616,1648.817324,1118.633804,1122.568801,248.034838,216.054402,35.558748
146,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1794.291229,1753.298445,1204.289338,1183.102006,285.648373,203.351460,38.877709
147,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1672.245561,1641.001649,1101.826678,1089.564512,276.496781,195.437975,37.622682
148,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1751.508648,1758.347443,1113.892860,1135.622844,297.607862,241.197890,42.226441
149,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1758.423827,1770.470776,1149.016518,1172.807339,283.602935,244.724684,40.340593
150,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1614.437619,1608.254529,1033.801588,1036.706997,256.581817,225.200897,38.716601
151,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1684.151796,1653.012951,1093.188967,1080.976963,290.363310,208.429031,38.987384
152,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1682.922547,1657.826448,1098.903411,1092.807588,283.492768,201.331893,38.541033
153,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1585.214751,1581.947739,1002.920837,1010.223660,265.586747,229.364472,38.737982
154,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1661.562344,1631.756958,1035.232358,1025.386474,300.770314,215.482194,41.433694
155,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1659.830611,1627.648906,1046.050049,1033.836777,305.301500,216.322858,40.490301
156,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1718.818633,1678.320704,1102.265735,1081.846742,301.936169,214.472827,40.686446
157,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1683.067596,1629.675328,1092.200070,1058.182909,285.566863,203.524996,39.006679
158,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1707.254957,1676.337235,1061.779510,1051.387236,310.743910,222.195497,42.691134
159,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1823.233384,1803.381332,1260.723098,1252.860688,266.875227,227.494035,37.143964
160,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1698.229536,1661.046190,1066.749514,1048.906646,299.205414,217.962266,41.783932
1,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1798.548932,1725.090135,1180.827383,1125.247756,294.542008,211.532519,41.284993
2,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1769.236985,1753.733182,1179.360515,1184.143357,300.311189,207.464353,38.967026
3,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1673.570419,1641.872068,1045.077923,1032.419967,297.228421,211.131398,41.821827
4,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1733.051951,1708.689546,1128.393968,1122.999540,295.405440,207.990463,40.036293
5,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1771.006321,1746.979184,1155.503175,1150.163250,294.404556,212.649857,40.795225
6,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1815.404893,1770.770021,1250.395766,1224.997605,286.354751,195.780364,37.191528
7,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1776.255679,1732.512711,1201.250534,1175.864701,282.872989,202.109344,37.901312
8,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1663.394056,1615.993545,1106.139981,1077.423229,274.093826,188.543195,36.745640
9,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,1753.603501,1716.723142,1207.425921,1188.998730,267.931505,188.400150,35.948408
10,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1711.498823,1682.489748,1126.510879,1117.702133,291.132737,203.110395,38.462980
11,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1642.194625,1634.571399,1047.139390,1050.552631,259.849899,224.185732,39.669137
12,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1699.075071,1651.304550,1131.125860,1102.454682,280.675079,197.667572,37.403246
13,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1629.354937,1636.872298,985.532683,1006.253588,290.707241,241.081770,42.851836
14,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1674.837660,1642.393616,1043.769076,1030.724948,306.895539,219.003494,41.714783
15,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1785.909746,1752.481185,1199.452133,1186.658341,296.766051,207.607625,38.500551
16,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1619.764112,1587.408601,1010.733822,997.322405,290.307541,207.735533,40.286831
17,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1685.098786,1666.519194,1070.809877,1071.325392,292.441223,209.361877,40.615779
18,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1805.523180,1774.856062,1167.656953,1157.522171,307.334245,219.657183,42.088075
19,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1586.766675,1556.354552,964.484510,952.330095,293.739288,213.435595,41.270839
20,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1579.032427,1582.087266,983.650787,997.487367,261.572373,223.817337,39.758316
21,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1807.202911,1774.173324,1208.160891,1195.251114,290.344698,205.378891,39.480372
22,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1843.759765,1816.665269,1235.871900,1229.001254,298.524750,212.388474,39.998699
23,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1821.495168,1782.319951,1188.982846,1170.863035,315.721587,224.759659,41.595236
24,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1688.778917,1652.669527,1087.225265,1070.533783,289.720094,204.094604,39.716397
25,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1884.719452,1838.099654,1272.462571,1246.081958,303.878204,216.806242,40.272205
26,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1698.358110,1690.262784,1098.662994,1102.184543,281.995989,239.842133,39.704741
27,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1620.843506,1587.398024,1024.627227,1010.908511,296.773685,207.433917,39.312505
28,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1667.280964,1637.308455,1100.807158,1089.468473,281.402056,198.044285,37.317105
29,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1689.851945,1647.406524,1060.357130,1038.149612,305.295779,216.553927,41.588473
30,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1676.751452,1651.141328,1070.764742,1064.668838,289.214264,206.087952,40.062149
31,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1778.038419,1746.666171,1157.578450,1146.515351,304.763489,218.374086,40.874782
32,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1672.182605,1636.775295,1080.315093,1065.317475,293.656587,204.415136,38.957089
33,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1736.855165,1725.992112,1118.769926,1119.618795,280.393161,239.297657,41.058979
34,1,1,1,-1,1,2300000,25,1800000,24,8589934592 4399690678272,1773.928227,1735.576572,1193.986406,1176.060715,292.004089,204.359912,38.072626
35,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1711.812134,1682.899524,1128.166138,1119.825427,290.309383,203.423950,38.362496
36,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1653.094697,1615.932431,1041.356787,1024.436747,302.164641,211.493775,40.327633
37,-1,-1,1,-1,1,2300000,25,1800000,24,9160359936 4399120252928,1700.238495,1674.146774,1082.671617,1076.490555,299.235355,211.500400,40.796444
38,-1,-1,1,1,-1,2300000,25,1800000,24,4398616936448 9663676416,1713.713879,1702.109514,1127.362229,1125.887863,264.796172,228.093006,38.964776
39,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1666.466923,1631.643691,1075.468458,1059.917969,293.581493,205.825608,38.938948
40,1,1,1,-1,-1,2300000,25,1800000,24,4406636445696 1644167168,1708.952205,1695.947677,1153.686463,1152.670393,260.572647,221.462594,36.716054
41,1,-1,1,1,-1,2300000,25,1800000,24,4398583382016 9697230848,1850.773805,1810.260481,1241.202009,1221.472503,300.221941,208.378416,40.127799
42,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1764.477417,1728.044952,1194.509673,1178.267409,285.142517,197.345365,37.472556
43,-1,-1,-1,1,-1,2300000,25,1800000,24,4399690678272 8589934592,1582.607453,1550.572787,989.364608,975.999666,280.427335,196.828479,39.276483
44,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1758.279819,1722.642731,1145.040452,1128.555281,289.744159,205.299744,40.590523
45,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1684.293745,1678.188063,1072.544095,1078.307327,277.312560,230.183459,40.691179
46,1,-1,-1,-1,-1,2300000,25,1800000,24,4408247058432 33554432,1654.935866,1606.922881,1031.084431,1002.760848,294.043552,209.841384,41.315415
47,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1773.276262,1739.584442,1153.274229,1139.679814,304.954970,217.573087,40.878194
48,1,1,1,1,-1,2300000,25,1800000,24,4398046511104 10234101760,2137.102068,2101.054584,1427.577442,1411.860534,308.245952,225.156721,47.239118
49,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1660.397979,1619.955365,1079.110645,1057.475893,283.440703,201.445175,38.381970
50,1,-1,1,-1,1,2300000,25,1800000,24,9126805504 4399153807360,1787.840900,1758.516645,1163.067169,1154.264462,306.906250,218.538252,41.154490
51,-1,1,1,1,1,2300000,25,1800000,24,33554432 4408247058432,1788.996417,1747.396788,1199.720089,1177.216277,282.399581,202.214948,38.876539
52,1,1,-1,-1,-1,2300000,25,1800000,24,4407710187520 570425344,1679.939842,1637.101384,1087.846360,1064.901581,293.783189,207.837759,38.978501
53,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1707.848039,1687.269974,1107.961155,1097.988088,270.177887,239.355212,39.879886
54,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1623.003434,1589.841642,1023.997450,1009.824962,295.033311,209.003189,39.549025
55,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1635.083435,1605.062611,1025.692034,1014.988199,290.016573,207.611906,40.354694
56,1,-1,1,1,1,2300000,25,1800000,24,536870912 4407743741952,1782.363373,1743.038344,1195.784255,1175.795566,286.655331,203.489824,38.674282
57,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1714.878316,1652.807297,1146.390914,1104.239993,280.319993,196.684131,37.396525
58,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1552.311354,1526.703066,941.285340,934.748184,288.637419,205.674745,40.471966
59,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1730.896854,1704.121646,1136.179792,1128.454605,297.829575,209.385331,39.225767
60,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1552.099032,1538.277361,935.240482,939.771883,287.355346,204.889684,40.975079
61,1,1,1,1,1,2300000,25,1800000,24,0 4408280612864,1805.270246,1769.055376,1245.608550,1229.393007,283.258390,196.165590,36.741298
62,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1716.868455,1677.546023,1114.217972,1094.759765,294.139591,207.413316,39.719931
63,1,1,-1,1,1,2300000,25,1800000,24,1073741824 4407206871040,1690.261856,1649.892428,1120.788866,1100.055008,278.959167,195.673860,37.510529
64,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1605.482587,1613.588912,998.502504,1018.139190,269.695083,228.534252,40.423693
65,-1,-1,-1,-1,-1,2300000,25,1800000,24,4408280612864 0,1547.278154,1523.196916,938.890182,933.260013,289.253739,205.898514,40.340044
66,-1,1,1,1,-1,2300000,25,1800000,24,4398080065536 10200547328,1777.205414,1744.328994,1203.379855,1189.857639,288.804765,202.844516,37.749287
67,-1,1,-1,1,1,2300000,25,1800000,24,1107296256 4407173316608,1776.300493,1761.442322,1153.529754,1153.385405,289.916995,234.615498,41.247177
68,1,-1,-1,1,-1,2300000,25,1800000,24,4399657123840 8623489024,1679.869793,1678.424025,1075.610076,1086.921772,270.869998,225.729993,40.195329
69,-1,-1,-1,-1,1,2300000,25,1800000,24,10234101760 4398046511104,1573.667375,1584.178851,957.848555,978.418806,277.719636,241.500073,41.030745
70,-1,1,1,-1,1,2300000,25,1800000,24,8623489024 4399657123840,1652.633561,1623.563873,1085.672026,1074.913560,273.661253,190.769215,37.491827
71,-1,-1,-1,1,1,2300000,25,1800000,24,1644167168 4406636445696,1633.025607,1597.718720,1024.558148,1007.720059,288.359068,206.138183,40.323379
72,-1,1,-1,-1,-1,2300000,25,1800000,24,4407743741952 536870912,1754.751819,1790.495437,1088.852600,1141.384798,305.804711,235.133268,44.302846
73,-1,-1,1,-1,-1,2300000,25,1800000,24,4407206871040 1073741824,1634.835607,1635.120162,1042.727019,1053.661897,268.395489,229.968671,39.395825
74,1,1,-1,1,-1,2300000,25,1800000,24,4399120252928 9160359936,1791.556534,1742.817996,1189.787278,1161.097367,299.250153,211.089935,39.646864
75,-1,1,1,-1,-1,2300000,25,1800000,24,4406670000128 1610612736,1793.574050,1750.568758,1184.709045,1162.141481,308.690962,218.214596,40.018769
76,-1,-1,1,1,1,2300000,25,1800000,24,570425344 4407710187520,1764.991134,1757.416763,1161.119461,1164.564192,276.595185,237.678179,40.078723
77,1,-1,-1,-1,1,2300000,25,1800000,24,10200547328 4398080065536,1676.412539,1684.012523,1036.364077,1058.073377,288.722506,233.432234,42.584051
78,-1,1,-1,1,-1,2300000,25,1800000,24,4399153807360 9126805504,1661.019838,1613.406827,1080.711605,1051.495561,282.018019,199.765336,38.357709
79,1,-1,1,-1,-1,2300000,25,1800000,24,4407173316608 1107296256,1741.094085,1709.756027,1137.129135,1125.882127,291.869629,208.644426,39.847453
80,-1,1,-1,-1,1,2300000,25,1800000,24,9697230848 4398583382016,1633.339476,1610.265308,1027.260862,1023.498322,297.249602,210.348316,40.006554
81,1,-1,-1,1,1,2300000,25,1800000,24,1610612736 4406670000128,1766.392717,1769.199642,1132.497683,1148.767058,286.976653,237.633378,42.119356
82,1,1,-1,-1,1,2300000,25,1800000,24,9663676416 4398616936448,1676.932706,1634.388094,1082.982773,1059.580144,292.154433,207.072599,39.181110
