,B,C,E,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
358,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,59.03334,57.249512,41.853058,40.268188,7.015305,6.433105,1.163347
359,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,51.479935,50.214401,28.871872,27.861679,8.408585,7.194168,1.547788
360,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,52.003906,51.071747,29.312134,28.49791,8.113083,7.85434,1.558419
361,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,50.565186,49.587509,28.497375,27.850204,8.531113,6.974182,1.507027
362,1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,4 18,59.776093,56.636749,42.443207,39.510803,7.185501,6.528229,1.173107
363,-1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,6 16,57.522583,55.977341,40.806335,39.420258,6.831818,6.466156,1.132923
364,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,51.087357,49.961517,28.740875,27.924484,8.424576,7.090485,1.527071
365,1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,0 127,57.716995,56.567673,40.900726,39.851364,6.655212,6.555054,1.141949
366,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,60.799866,57.138763,42.965729,39.633209,7.473145,6.185776,1.203976
367,-1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,127 0,52.276947,50.917053,29.067093,28.225693,9.071152,6.796158,1.580541
368,1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,20 2,50.623245,50.932114,28.434326,28.956375,8.17923,7.613297,1.51888
369,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,51.743713,50.579147,29.06691,28.280853,8.942169,7.106979,1.547436
370,1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,0 127,69.110413,65.896606,47.104141,43.823212,7.209198,7.924591,1.520595
371,-1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,127 0,51.657928,50.509354,28.97023,28.17128,8.793915,7.128723,1.549789
372,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,58.352264,55.069733,41.458466,38.413284,7.060898,6.147949,1.14318
373,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,51.258591,49.830627,28.766861,27.665985,8.609833,7.142654,1.537867
374,-1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,6 16,59.317001,55.536102,41.989777,38.471893,7.25145,6.175873,1.172404
375,1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,20 2,50.79744,49.634567,28.394699,27.603867,8.651764,6.967361,1.529417
376,1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,4 18,59.572861,56.954605,41.984116,39.539154,7.245148,6.583054,1.193015
377,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,52.498993,51.62706,29.371948,28.881683,8.921127,7.152634,1.579898
378,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,52.75322,51.766312,29.412689,28.954926,9.277588,6.734512,1.590216
379,1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,20 2,50.734116,49.665543,28.312485,27.610168,8.688736,7.064774,1.529615
380,1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,0 127,59.907959,55.915497,42.306213,38.512802,7.115326,6.499908,1.194158
381,-1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,127 0,51.261993,50.160324,28.723129,28.034943,8.829544,6.987335,1.537466
382,-1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,6 16,60.674881,56.759048,42.917587,39.233948,7.250381,6.467834,1.203867
383,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,59.832031,56.978241,42.397049,39.997559,7.866577,5.796875,1.172078
384,1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,4 18,59.814453,56.015259,42.276413,38.795471,7.369171,6.306854,1.18334
385,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,59.384003,56.595184,41.99649,39.853943,8.288834,5.014832,1.162763
386,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,51.476349,50.247421,28.840317,27.87941,8.365189,7.495422,1.549505
387,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,52.381897,50.832718,29.564651,28.409271,8.91301,7.14061,1.557522
388,1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,20 2,48.914917,48.808365,27.523575,27.562988,7.825867,7.449463,1.46652
389,-1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,127 0,51.119049,50.302048,28.673248,28.035233,8.129684,7.642136,1.539881
390,-1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,6 16,62.198944,59.195465,44.264099,41.537201,7.588135,6.381638,1.213923
391,1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,0 127,58.794205,55.878357,41.750778,39.12532,7.182571,6.148972,1.152012
392,1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,4 18,59.119965,55.373337,41.883942,38.159149,6.566467,7.141754,1.173422
393,1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,4 18,60.196564,56.566833,42.779129,39.23259,6.867126,6.948288,1.182982
394,-1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,2 20,62.191269,58.431473,44.256577,40.742554,7.491577,6.638138,1.21389
395,1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,20 2,52.106735,51.453049,29.06958,28.890305,9.120804,7.114288,1.568282
396,-1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,18 4,51.612976,51.570419,28.77356,29.085892,8.857407,7.559052,1.559414
397,1,1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,16 6,50.615616,49.740234,28.576706,27.931015,8.153015,7.403595,1.509349
398,-1,-1,-1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,127 0,51.428833,50.304077,28.920731,28.092682,8.528564,7.163849,1.539418
399,-1,-1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,6 16,58.208084,56.384705,41.259491,39.495132,6.584763,6.857529,1.153168
400,1,1,1,2300000,bfs-randLocalGraph_-j_-d_3_-m_50000000_10000000,1500000,24,0 127,60.098434,56.913391,42.575943,39.762207,7.637817,5.96022,1.182551
