,E,G,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
15,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,129.424057,126.818405,88.724518,86.773056,22.109741,19.366776,2.684746
16,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.851639,118.477448,71.051529,71.512711,24.255905,20.425400,3.183996
17,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.698242,128.070557,89.004150,87.266220,22.924454,19.036499,2.746708
18,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.353424,132.931747,93.639221,92.060135,22.805389,19.168167,2.747960
19,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.051071,117.177292,70.937271,70.732925,23.558212,20.665054,3.141504
20,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,109.392197,108.985092,62.430527,62.868027,23.817551,20.332275,3.124038
21,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.636673,128.138428,88.940125,87.297760,22.538956,19.209015,2.747131
22,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,149.146927,145.692703,77.899231,75.297821,27.711472,25.024200,4.848774
23,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.018860,117.359512,70.703705,70.867157,23.651031,20.392944,3.149653
24,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.000946,133.104736,94.047760,92.003616,22.705368,19.193115,2.765317
25,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,133.761169,131.030731,92.545807,90.548874,22.316467,19.242935,2.716159
26,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.243805,116.717392,70.486877,70.693085,23.551926,20.479568,3.112504
27,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,109.557358,108.956253,62.611740,62.841293,23.920517,20.272491,3.122288
28,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.608871,128.346756,89.741470,87.364899,22.853867,19.080048,2.757226
29,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.000336,127.972473,89.369247,87.010010,22.245682,19.773102,2.747252
30,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,158.828156,155.257355,86.476410,84.045166,28.339478,24.442673,4.913113
31,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,133.790253,130.933929,92.732361,90.635056,22.267395,19.335541,2.703222
32,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.693146,111.303284,63.366165,63.881836,24.223282,20.698990,3.215398
33,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.547394,132.525772,93.853653,91.602081,22.498642,19.609131,2.746606
34,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,109.712280,109.249878,62.385483,62.909027,24.229462,20.170578,3.143349
35,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.779861,127.840164,89.126282,86.940063,22.268433,19.589706,2.744886
36,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.525116,118.909698,71.589920,71.917542,24.220657,20.390320,3.184350
37,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.576279,134.712158,95.032974,93.136444,23.137833,19.311783,2.797974
38,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,158.669724,153.309402,87.111252,82.910995,28.253723,24.729980,4.853981
39,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.470627,110.742050,63.437912,63.662521,24.407425,20.511871,3.191686
40,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.693283,127.587631,89.463196,87.008545,22.153839,19.730408,2.716389
41,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.612793,128.096924,89.874939,87.220917,22.813766,19.329987,2.745278
42,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.137589,117.369843,71.008118,71.074387,23.892471,20.717285,3.131074
43,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.539719,134.351456,95.158279,92.983109,23.308990,19.216858,2.784895
44,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.863449,111.463608,63.690735,64.124176,24.079391,20.861984,3.203109
45,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.949402,133.949326,94.824951,92.752853,22.890778,19.228394,2.768433
46,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,138.809860,134.934357,73.655350,71.002777,27.591049,22.934128,4.397409
47,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.386673,128.924393,90.505600,87.832764,22.606537,19.668625,2.756618
48,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.291092,117.694839,71.141327,71.377640,23.951645,20.543045,3.130461
49,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.210083,128.347412,89.698242,87.492554,22.278259,19.827133,2.734995
50,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.967117,131.954208,93.530762,91.238190,22.225143,19.411469,2.727042
51,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.457458,110.892227,63.404877,63.703247,23.882385,20.663956,3.194179
52,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.513016,118.264160,71.781967,71.365845,23.936844,20.565277,3.172153
53,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.906982,110.452728,63.063080,63.408508,23.959763,20.825043,3.181113
54,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.283051,129.863739,90.702957,88.362076,23.350739,18.800842,2.796149
55,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.976974,117.114441,70.885040,70.801651,23.599747,20.504456,3.130091
56,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.749084,131.450180,93.527100,90.857346,22.042923,19.672058,2.715122
57,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.535645,132.000320,94.094162,91.353043,22.578598,19.157257,2.725571
58,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.350433,109.444916,63.150452,63.139313,23.887238,20.422516,3.132686
59,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.958160,130.077438,91.230087,88.390259,23.289902,19.048203,2.807997
60,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.229538,117.898804,71.641769,71.145889,23.722534,20.486801,3.163176
61,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.941711,131.463242,93.711365,90.880585,22.057587,19.687714,2.715955
62,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.096497,127.496429,89.569122,86.739838,22.443878,19.421677,2.734376
63,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.824005,112.057602,64.192139,64.371292,24.466293,20.614853,3.232537
64,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,120.751785,119.594406,72.499695,72.425034,24.744492,20.060242,3.201068
65,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.412338,109.520859,62.837143,63.041748,24.714401,19.843735,3.154078
66,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.174042,118.001923,71.593796,71.231125,24.053543,20.779297,3.162925
67,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.480118,129.375992,90.762741,88.206329,22.121323,20.215591,2.754453
68,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.141510,132.719788,94.248428,91.715271,22.955826,19.277084,2.755479
69,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,132.751968,129.373505,92.522690,89.562088,21.315918,20.103531,2.654694
70,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.187241,110.977341,63.654083,63.805618,25.562637,19.228027,3.212074
71,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,180.574356,165.615601,117.906448,104.511978,27.103897,22.015976,4.216888
72,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.491882,117.779480,71.356445,71.429153,23.792526,20.676620,3.132282
73,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.283035,110.639206,63.203842,63.485580,24.259750,20.730667,3.195427
74,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.805588,128.477783,90.112015,87.534531,22.444748,19.631409,2.745883
75,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.225204,131.588806,93.922226,91.092072,22.434265,19.384399,2.716563
76,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.440994,118.329346,71.833435,71.567032,23.970428,20.519699,3.163234
77,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.934830,127.551620,89.611130,86.887085,22.099838,19.763565,2.723512
78,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.884659,117.512009,71.589462,70.888199,23.421356,20.997284,3.149884
79,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,182.467682,167.712784,118.978455,105.484833,26.613998,23.178238,4.286269
80,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.108582,110.532104,63.515289,63.614151,23.737854,20.913376,3.171618
81,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.627563,118.297119,71.871353,71.430511,24.164978,20.381485,3.173455
82,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.321777,128.010376,89.671478,87.113403,22.649643,19.437134,2.743847
83,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.057770,109.541153,63.285751,63.369095,23.099106,21.047729,3.115293
84,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.230194,133.372528,95.382050,92.562897,23.311234,18.888275,2.746881
85,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.281769,133.801208,95.083145,92.521698,23.069000,19.288605,2.774972
86,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.056808,117.913223,71.564713,71.099686,23.529587,20.819443,3.162370
87,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,150.860443,145.257584,79.018402,74.333633,27.602341,25.484314,4.888957
88,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.238113,128.992752,90.073425,87.621017,22.938889,19.412720,2.776778
89,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.885620,111.318741,63.593872,63.828430,24.325089,20.799484,3.214256
90,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.142944,127.006058,89.188690,86.539185,21.628922,20.082321,2.704422
91,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.655930,130.983200,93.762802,90.980087,22.724869,18.804352,2.683992
92,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.946213,117.710739,71.393097,71.005676,23.937820,20.390564,3.160445
93,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.143402,127.781448,89.633972,86.982773,22.263672,19.412323,2.734339
94,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.474854,110.682526,63.613098,63.627487,23.880295,20.605850,3.184415
95,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,158.568695,154.378250,86.964996,83.650009,27.634048,25.207840,4.865451
96,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.694504,131.432663,93.566086,91.044617,22.183502,19.494751,2.706411
97,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.445618,127.970245,89.707886,87.089127,22.611755,19.137817,2.744365
98,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,114.182739,113.754837,64.340271,64.660660,23.992477,21.259796,3.325521
99,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,116.883881,115.845139,70.632507,70.323883,23.282913,20.358871,3.071591
100,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,131.841324,128.908478,91.681931,89.189682,21.267776,19.967773,2.645160
101,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.589828,111.667679,63.906967,64.020538,24.544525,20.234253,3.232448
102,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,120.452377,119.405899,72.090149,71.964203,24.133743,20.547302,3.214458
103,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,176.839279,162.534805,114.267227,101.262405,26.717514,22.445221,4.210039
104,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,138.426590,134.848785,95.797211,93.357025,23.378433,18.533661,2.798593
105,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.591049,117.753082,71.320572,71.218491,23.453613,20.619308,3.143623
106,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.143250,128.313110,90.491470,87.575806,22.750183,19.032700,2.736248
107,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.091736,133.553253,94.950821,92.385193,22.911346,19.071915,2.767755
108,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.522354,110.501953,63.755569,63.597748,23.857239,20.332764,3.173545
109,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.032150,110.209686,63.511047,63.424149,23.505829,20.681519,3.161030
110,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.543732,132.884827,94.741898,91.986160,22.618240,19.144302,2.746755
111,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.016861,127.419785,90.038589,87.120453,22.100632,19.625076,2.695582
112,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.408783,117.390778,71.237274,71.017166,23.612900,20.691544,3.133196
113,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.834473,129.286850,90.682007,87.932449,22.782761,19.631561,2.774743
114,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.383667,133.235764,94.442749,92.100235,22.749863,19.418777,2.759509
115,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.701889,116.545883,70.992233,70.585403,23.312271,20.512695,3.102564
116,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,109.926163,109.215271,62.622116,62.821381,24.016708,20.344894,3.141136
117,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.806763,128.579605,90.029510,87.377121,22.017365,20.039627,2.756649
118,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.850372,111.320084,63.488937,63.870789,24.442749,20.478790,3.214672
119,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.653564,132.989807,94.712646,91.970840,22.982056,19.085022,2.756951
120,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.329865,118.611649,71.431992,71.594162,24.141251,20.583069,3.184025
121,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.579041,116.655594,70.827118,70.512009,23.302231,20.832901,3.111994
122,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.942139,131.287476,94.040588,91.295792,22.609589,19.071182,2.684130
123,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.405792,110.717804,63.341675,63.567749,24.340897,20.478836,3.195062
124,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.581512,128.087189,89.695541,87.059494,22.718277,19.209869,2.754938
125,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.480133,129.123383,90.659302,87.960266,22.347137,19.701172,2.756649
126,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.969406,117.990494,71.491013,71.425415,24.130371,20.212784,3.151947
127,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.097473,109.529007,62.741882,62.932663,23.816406,20.700821,3.150729
128,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,160.067764,148.863510,106.756729,96.477707,24.552917,21.499664,3.567480
129,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.561356,129.009262,90.345795,87.669266,22.906158,19.319061,2.777389
130,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.854507,118.593903,71.905319,71.569550,24.169937,20.507416,3.184687
131,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.472122,111.565720,63.618774,63.841339,25.091812,20.092606,3.242673
132,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.249359,132.713196,94.454773,91.814133,22.864044,19.061127,2.747295
133,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.152710,117.960938,71.675095,71.386246,24.052765,20.351364,3.152490
134,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,108.929718,108.199768,62.708527,62.747589,23.577927,20.423645,3.069796
135,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,135.145889,131.239182,91.959671,89.136841,23.767593,19.172318,2.838469
136,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,178.129486,164.905930,116.870422,104.735687,26.031769,22.978836,4.127749
137,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.679657,128.060257,89.921860,87.167847,22.962845,19.275192,2.746283
138,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.331909,133.679031,95.117050,92.411682,23.038574,19.205414,2.775035
139,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.117935,111.243347,63.731598,63.845413,24.592560,20.502899,3.214537
140,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,116.654877,115.731155,70.476181,70.184296,23.237213,20.799210,3.071017
141,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.760025,109.929169,63.170059,63.182617,24.118958,20.654419,3.163794
142,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.393860,118.470337,71.610504,71.598343,24.261658,20.464355,3.175461
143,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.692474,128.200302,90.051361,87.289886,22.476715,19.619873,2.743801
144,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,166.814636,154.944748,110.146729,99.005875,25.050186,22.287964,3.806709
145,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.358063,110.634888,63.415070,63.485794,23.859055,20.810379,3.191617
146,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.673035,133.348740,94.751846,92.357498,23.098541,19.149384,2.755688
147,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.305069,127.666306,89.746506,86.891937,22.758820,19.382843,2.734461
148,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.928558,118.411072,72.193848,71.495087,23.898544,20.756271,3.172706
149,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.906555,117.699646,71.473969,71.159668,24.200958,20.244583,3.150380
150,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.868256,111.012848,63.703064,63.657303,24.038849,20.855820,3.205051
151,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.596359,132.761078,94.712570,91.690216,22.598892,19.468964,2.756686
152,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.877029,128.289215,91.024643,87.515747,23.357727,18.693268,2.744663
153,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.621078,128.779633,90.438889,87.453568,22.827332,19.406204,2.775200
154,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.943497,131.353821,93.771057,90.951462,22.482208,19.154144,2.706878
155,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.455002,110.779633,63.483948,63.611832,23.927780,20.902878,3.191356
156,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.998016,117.041718,71.099426,70.765015,23.088104,21.006287,3.121846
157,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,130.810547,127.590652,89.410828,86.914810,22.189163,19.532333,2.725303
158,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.267487,118.176422,71.831360,71.490463,23.490265,20.841446,3.154053
159,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.844727,132.230026,94.268982,91.448929,22.573685,19.402512,2.733571
160,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.364258,110.661530,63.446884,63.606644,23.995132,20.757706,3.184793
161,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.879837,130.032562,91.060272,88.213867,23.225540,19.177734,2.815557
162,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,133.148529,129.358292,93.079468,89.862183,21.744888,19.672287,2.635983
163,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,113.251343,111.963943,64.574051,64.318695,24.754135,20.381775,3.231913
164,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.008423,117.114639,70.969986,70.683456,23.111053,21.242386,3.132451
165,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.432678,118.253708,71.859253,71.524918,23.753571,20.654755,3.160426
166,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.056671,111.464935,63.716064,63.990143,24.004791,20.808472,3.214567
167,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,137.227020,133.610397,95.173859,92.455154,22.869659,19.376511,2.764586
168,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,129.215805,125.870255,88.856400,86.148102,21.680954,19.620209,2.655319
169,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,176.979126,160.848709,118.061798,102.727219,24.747665,22.932755,3.969742
170,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.895554,117.690430,71.480728,71.059311,23.770203,20.845230,3.152078
171,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,134.710648,130.907227,91.554749,88.831482,23.698593,19.092133,2.835409
172,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.947800,111.417480,63.626663,63.927170,24.060471,20.961746,3.213704
173,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.221436,129.770050,90.684341,88.144485,23.020523,19.343384,2.797407
174,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,120.383209,118.894241,72.453476,71.872086,24.178513,20.487289,3.182820
175,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.605865,109.868454,63.059341,63.312408,24.209122,20.292526,3.154864
176,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.809753,132.985977,94.905945,91.923767,22.648529,19.383850,2.756166
177,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,175.916840,159.969299,114.278854,99.430389,26.166367,22.693832,4.155630
178,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,120.326248,119.022964,72.318222,71.989212,24.236771,20.347092,3.186876
179,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.203613,132.287430,94.608658,91.577332,22.750000,19.099442,2.734504
180,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,112.511581,111.406357,63.946823,63.870895,24.594681,20.280624,3.225238
