,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
478,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1601.254196,1901.127197,841.481720,1161.661270,319.779419,244.133209,50.593521
479,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2185.423218,2141.528076,1365.671783,1358.038727,367.347839,222.831207,54.222046
480,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1575.194061,1772.958252,898.033447,1113.097336,297.496933,234.896088,44.862873
481,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1655.053375,1990.571381,860.781494,1220.219543,335.732346,238.812927,52.923740
482,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,1976.491714,1861.609177,1232.810074,1136.426147,312.877579,240.510468,49.573280
483,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1548.419861,1791.878510,856.293991,1118.901321,307.920059,233.388992,45.861778
484,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1517.480026,1855.927277,775.686935,1130.071747,309.261276,246.272049,49.553246
485,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1889.872559,1698.744797,1260.987000,1084.002777,284.849854,230.613449,41.593018
486,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1620.287491,1903.432175,849.613983,1155.072388,328.281509,240.737854,51.298599
487,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1526.614639,1735.109802,877.591064,1097.766541,282.795166,241.788452,43.101742
488,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1945.226974,1902.406143,1212.906372,1186.669006,306.533356,245.241348,48.823875
489,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1540.443344,1742.972031,866.890564,1085.095276,294.662918,235.361008,44.700504
490,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1946.823471,1787.610992,1273.038620,1133.080444,304.564819,228.060577,44.576427
491,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1893.925018,1675.939285,1250.411682,1048.997101,290.399841,227.448547,42.523674
492,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1532.835388,1731.836029,862.709564,1075.743500,291.235901,239.536697,44.523228
493,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1568.239120,1797.895187,884.069809,1131.508072,302.467499,235.379990,45.327248
494,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2080.414108,1897.509644,1314.774994,1154.926041,326.066010,237.396103,50.920956
495,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1569.445801,1915.421951,811.437973,1175.630707,311.762466,249.908722,50.540352
496,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1556.798569,1945.950851,787.269318,1192.633926,314.093872,252.300873,51.484554
497,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1977.271515,1934.466537,1224.274597,1197.029663,308.623047,252.828583,50.322914
498,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1921.061600,1728.903793,1267.463669,1090.404099,291.128387,236.074966,43.281719
499,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1512.011475,1750.951477,838.556915,1093.358337,295.573441,237.329132,44.667545
500,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1562.654114,1880.246094,826.193710,1162.278549,314.621872,242.598312,49.008308
501,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1967.582275,1726.043579,1299.824219,1076.245728,299.081070,230.764282,44.184628
502,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1885.598389,1793.949295,1176.033493,1098.062378,294.889923,246.103836,47.307369
503,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1958.445541,1735.749054,1306.725372,1098.620361,287.976242,234.469574,43.157703
504,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1950.740341,1722.286926,1293.879150,1082.298828,293.681992,231.134964,43.437077
505,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2104.647781,2036.317154,1316.405075,1279.258728,349.501389,227.328949,52.170952
506,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1879.211700,1682.785034,1251.091461,1068.214386,281.767349,231.814148,41.525967
507,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1507.982590,1727.525864,851.649155,1083.501984,283.460068,236.695724,43.598801
508,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1628.994202,2015.841400,838.063187,1252.234177,340.138138,234.286972,52.507252
509,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1614.240295,1947.397537,838.914871,1192.560593,325.018433,240.925751,51.725266
510,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1905.584991,2095.984253,1078.474869,1292.224442,340.620224,249.871719,55.254246
511,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1982.986542,1943.184235,1225.823471,1208.211868,323.320465,238.242523,50.367649
512,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,1988.647263,1841.674622,1253.066254,1122.304367,304.735306,241.759171,49.066166
513,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1567.154037,1868.125473,802.852768,1119.950287,307.771149,248.563751,51.108158
514,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1572.546814,1777.680252,888.020309,1108.221375,295.171875,237.320145,45.494564
515,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1957.123734,1836.018036,1228.321243,1122.921295,304.328629,243.116409,48.613060
516,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1884.684143,1709.801956,1253.621918,1093.814743,287.432922,228.709198,41.684921
517,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1630.362274,1970.713425,857.189636,1224.058792,339.353256,230.456894,51.280663
518,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1595.389145,1931.865646,823.991959,1180.358612,326.251465,240.924866,51.473423
519,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1933.379684,1691.079758,1275.160370,1046.974854,288.925293,234.972443,43.683929
520,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1908.031494,1661.261444,1273.537704,1039.982162,282.433670,233.725861,42.018837
521,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1549.244980,1771.103622,870.040909,1108.926392,298.509949,233.133057,45.026730
522,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1585.084976,1953.317474,820.301178,1208.910461,321.958023,240.803558,50.962070
523,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1913.623047,1717.192429,1268.296524,1087.839691,292.487381,225.497742,42.694588
524,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1562.234528,1843.558975,826.903702,1123.588699,304.536438,245.097397,49.047195
525,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1975.440384,1886.935883,1223.208176,1155.073166,320.234482,238.481232,50.088619
526,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1917.700699,1737.859253,1263.337891,1098.743484,288.838623,236.012741,43.323879
527,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1510.155182,1734.073990,833.130798,1070.887253,290.609589,238.773285,44.992886
528,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2105.296692,1850.090805,1333.761993,1104.091385,332.418396,236.768204,51.243496
529,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2059.602417,1896.830795,1288.350861,1149.632782,328.494858,237.499146,51.270054
530,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1984.808838,1948.216446,1226.039642,1212.294418,323.928024,236.484802,50.409512
531,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1942.169952,1736.191833,1280.102112,1091.136154,292.479111,232.267929,43.802917
532,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2017.483810,1728.828430,1352.245712,1084.267502,301.468658,222.279465,43.876934
533,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2060.601898,1934.682159,1289.095352,1189.880859,332.738342,234.560364,51.155624
534,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1564.972412,1911.521698,792.624741,1158.181778,318.617920,246.583969,51.519970
535,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1576.359161,1774.660934,884.027725,1101.000198,306.646484,227.136993,45.926517
536,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1577.153259,1789.464584,901.376923,1130.786469,299.821426,232.738937,44.790161
537,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1915.306396,1754.029419,1255.584991,1110.480026,294.657120,230.002060,43.682571
538,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2129.146469,2026.412247,1342.746246,1271.666077,351.641327,223.110992,52.017467
539,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1580.295364,1796.277374,903.072723,1135.889496,302.120438,235.360641,44.877857
540,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1992.132095,1830.979477,1249.587204,1109.585907,320.883194,231.199997,49.374737
541,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1480.472229,1696.444260,844.607529,1070.644165,277.094498,240.644440,42.224590
542,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1614.366196,1994.337112,833.080002,1238.924301,338.572510,237.617859,51.883408
543,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1492.814041,1730.014542,836.985260,1085.547592,281.151184,240.386856,43.607742
544,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1879.629547,2236.084717,982.407654,1366.865616,366.887573,249.858337,60.057446
545,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1918.986786,1700.975922,1269.780701,1068.143112,293.243515,226.830673,42.950413
546,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2097.700745,2065.482101,1295.550568,1294.571167,355.618561,228.447723,53.142006
547,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2074.331039,1977.131119,1293.355362,1222.168701,336.983231,235.473801,51.843304
548,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1550.432709,1738.471603,879.267258,1079.634415,288.152328,242.571991,44.639111
549,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1580.975250,1786.243576,903.838684,1126.249802,300.293427,233.136230,44.858070
550,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1993.495010,1946.180496,1237.269684,1215.553848,332.880325,233.403275,50.130993
551,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1964.529068,1710.388580,1313.813843,1078.629715,297.552887,223.037018,42.933796
552,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2027.793579,1897.341415,1273.597488,1166.987778,322.715729,234.872528,50.047123
553,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1546.975266,1761.682480,854.433273,1086.159851,299.752579,233.889145,45.991184
554,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2204.543365,2162.316330,1381.517990,1379.799057,380.792542,213.175720,54.266010
555,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1959.335541,1759.972900,1294.363388,1112.047516,294.667618,233.948242,44.009594
556,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1589.536758,1939.152481,827.028839,1196.128922,320.254196,244.716370,50.800755
557,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1976.833221,1755.264832,1307.528122,1103.001404,296.967453,231.837997,44.311138
558,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1604.639725,1931.619034,830.686234,1177.649185,323.073578,246.411789,51.598141
559,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1546.883911,1789.694962,867.038971,1130.478668,309.808823,226.384415,44.913189
560,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1912.287308,1781.759979,1256.527420,1142.819275,294.399734,229.290634,43.363430
561,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1516.572632,1703.526108,855.447830,1056.489166,288.073608,235.878677,43.860226
562,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1882.711639,1786.861450,1174.669373,1089.778336,290.148972,248.225677,47.302483
563,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1926.659943,1713.917877,1274.280441,1076.986542,291.251236,230.144638,43.177383
564,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1587.975586,1918.043137,809.910721,1163.761642,328.933319,241.608170,51.734985
565,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2109.060257,2004.490707,1329.483963,1253.518021,343.814697,229.428116,51.677998
566,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2165.366150,2088.741699,1352.765076,1311.823441,365.712341,224.771835,53.720039
567,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1529.023941,1729.347397,878.704483,1093.366348,288.234283,234.018600,43.083969
568,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1625.974091,1957.885162,839.424698,1197.421143,337.491653,235.895813,52.269516
569,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1565.768982,1777.227921,884.176987,1113.472900,300.622742,233.119736,45.168541
570,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1673.483170,2041.358719,876.535126,1275.314468,353.585327,227.947296,52.845688
571,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1508.008560,1729.227753,837.176682,1070.052139,288.141479,242.834900,44.671555
572,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1595.928833,1882.340683,838.878418,1141.696976,313.814636,244.311844,50.630692
573,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1554.274994,1894.252457,788.012711,1143.222137,313.775162,248.719223,51.333805
574,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1970.992706,1714.686325,1312.810196,1073.304352,295.483063,228.736420,43.588539
575,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1582.987549,1918.111938,817.626495,1174.809052,326.375473,237.786209,50.931396
576,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1877.170395,1713.157394,1233.675400,1084.014359,289.216675,229.479523,42.625179
577,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2066.153107,1938.606903,1303.067062,1199.985535,332.833405,235.508789,50.683430
578,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1652.551880,1827.571732,950.546539,1146.164230,312.693253,236.727554,46.479355
579,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1534.232727,1747.931290,862.972595,1092.639862,296.386230,236.045273,44.521084
580,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1890.072067,1694.618835,1248.078644,1063.535461,277.574829,241.095566,42.634956
581,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1553.686691,1796.863083,875.434464,1134.801147,298.019958,238.378128,44.997482
582,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1851.320282,1671.153641,1232.465591,1066.093872,283.351486,228.249039,40.860947
583,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1908.191391,1722.049728,1270.865280,1101.557251,293.092911,224.015717,42.054989
584,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1541.953842,1894.510651,789.291840,1159.042221,313.253891,247.716873,50.200191
585,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1533.583817,1752.187241,875.846130,1109.006439,294.335983,234.479156,43.581947
586,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1978.123734,1869.062531,1240.023285,1149.776672,315.995361,238.890533,49.135612
587,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1633.971207,1984.299728,837.962296,1215.000153,343.425064,235.292175,52.915821
588,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1513.071442,1753.051498,849.200302,1102.540466,290.191299,238.349930,44.108150
589,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1939.833298,1713.471344,1293.530106,1083.791260,294.551117,224.259521,42.739826
590,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1632.745712,1945.968948,849.709717,1189.344666,341.228439,228.867004,52.012272
591,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1669.683853,2096.262421,845.744614,1305.564575,369.995682,222.413162,54.679390
592,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1960.098419,1877.334259,1209.853455,1145.534012,317.540634,239.037140,50.045559
593,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1975.727737,1854.398849,1235.037476,1132.087631,314.258682,240.728470,49.333431
594,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1529.249313,1755.293274,878.432770,1117.093430,286.470840,239.471954,43.179604
595,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1883.690430,1698.777618,1242.516327,1070.266312,282.991928,233.774979,42.503918
596,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1508.327454,1742.315765,838.137207,1085.537567,289.769669,238.866119,44.517937
597,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1649.397415,1985.455688,864.705750,1226.064651,339.166092,232.638168,52.194172
598,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2078.596207,1970.314407,1297.844360,1215.494202,337.732697,235.224777,51.880955
599,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2098.297134,2030.319336,1304.322250,1265.901886,350.338287,232.095215,52.637550
600,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1983.328995,1917.026169,1235.273422,1191.177216,322.513306,236.250519,49.669682
601,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1886.764160,1667.938461,1253.373337,1048.038239,281.285645,234.955460,41.894524
602,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1879.715591,1734.999481,1238.342468,1108.876129,285.072891,234.001755,42.373474
603,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1585.069275,1894.527740,820.328766,1148.451233,317.242157,250.433456,51.017780
604,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1537.760162,1818.849380,848.289139,1147.922729,305.693802,234.960907,45.680992
605,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1564.078720,1840.252747,812.481415,1102.435013,306.458160,252.432632,50.309387
606,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1604.222153,1916.312622,846.958130,1176.110046,315.727783,246.643311,50.600227
607,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2061.396164,1990.680084,1294.057083,1250.369202,339.079849,230.977173,50.896576
608,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1899.671921,1693.547455,1266.636154,1074.723083,284.629318,231.252838,41.869255
609,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1648.044189,2051.475906,846.062439,1280.349503,351.231216,231.765137,53.135651
610,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1961.613464,1753.994995,1296.060471,1107.090347,300.300827,224.800476,44.027447
611,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1541.952606,1767.875351,851.207367,1095.071060,302.018097,237.573883,45.817924
612,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2337.594757,2199.630051,1465.413177,1358.426605,369.472931,243.329544,58.131207
613,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1601.985886,1985.333954,809.109680,1217.225342,336.206329,242.333908,52.774178
614,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1648.079697,2000.015747,862.188675,1238.740952,339.783066,236.558929,52.321133
615,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1552.781616,1903.546555,787.604111,1152.957962,309.158081,258.145111,51.264400
616,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1541.954620,1798.169861,855.681519,1127.339035,299.641708,238.118774,45.625927
617,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1574.596817,1759.178116,895.517319,1094.503723,295.234695,236.365173,45.165657
618,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1863.613754,1665.680664,1243.091553,1057.703583,278.443527,232.175064,41.064457
619,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1961.773468,1701.683273,1298.957809,1057.158188,300.301514,226.421585,43.839779
620,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2135.986740,1998.732285,1350.579910,1242.933167,345.668442,232.297134,52.053135
621,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1592.739838,1897.047226,828.055283,1153.466644,320.674484,247.750397,50.899376
622,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1570.224594,1872.901001,818.393646,1136.051010,305.732910,250.041428,50.268780
623,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2064.798859,1887.118179,1293.974228,1136.264160,320.347153,241.365707,51.423244
624,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1544.211472,1831.628723,815.502792,1114.207809,293.985748,255.998474,48.762222
625,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2067.365250,2008.477921,1291.488922,1261.131363,343.229691,231.188919,51.428730
626,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1883.847595,1737.193054,1233.914963,1100.959579,287.218948,236.223648,43.071320
627,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1579.012360,1871.826675,822.138718,1131.918854,310.742584,251.225037,50.514954
628,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1848.049973,1685.570312,1216.567230,1067.046875,281.675781,231.743851,41.819504
629,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1933.923492,1703.201385,1291.152039,1075.523621,285.775650,232.821716,42.518059
630,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1994.459793,1879.912506,1247.069077,1153.590393,317.279648,241.987045,49.676277
631,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1551.928619,1803.906860,872.552063,1141.535172,299.997940,233.818634,45.034920
